name,type,status,latitude,longitude,address,country,zip,timeZone
BWI6,AFO,Active,38.79862,-77.16955,"5617 Industrial Drive, Springfield, VA",United States,22151,America/New_York (UTC:-04:00)
DAL6,AFO,Active,32.8284,-97.35461,"4601 Gold Spike Drive, Fort Worth, TX",United States,76106,America/Chicago (UTC:-05:00)
DEN6,AFO,Active,39.79406,-104.98108,"480 East 55th Avenue, Denver, CO",United States,80216,America/Denver (UTC:-06:00)
EWR6,AFO,Active,40.58316,-74.2572,"275 Omar Avenue, Avenel, NJ",United States,7001,America/New_York (UTC:-04:00)
JFK2,AFO,Active,40.74902,-73.9853,"7 West 34th Street, New York, NY",United States,10001,America/New_York (UTC:-04:00)
PKG_SANLEANDRO6_USF2,AFO,Active,37.70491,-122.16313,"1788 Fairway Drive, San Leandro, CA",United States,94577,America/Los_Angeles (UTC:-07:00)
SJC9,AFO,Active,37.69079,-122.41715,"455 Valley Drive, Brisbane, CA",United States,94005,America/Los_Angeles (UTC:-07:00)
UAZ1,AFO,Active,33.44325,-111.9789,"500 South 48th Street, Phoenix, AZ",United States,85034,America/Phoenix (UTC:-07:00)
UCA1,AFO,Active,37.7606,-122.38976,"888 Tennessee Street, San Francisco, CA",United States,94107,America/Los_Angeles (UTC:-07:00)
UCA3,AFO,Active,34.03276,-118.44981,"11800 W. Olympic Boulevard, Los Angeles, CA",United States,90064,America/Los_Angeles (UTC:-07:00)
UCA5,AFO,Active,34.11715,-118.25064,"3334 N San Fernando Road, Los Angeles, CA",United States,90065,America/Los_Angeles (UTC:-07:00)
UCA6,AFO,Active,32.74969,-117.201,"2727 Kurtz Street, San Diego, CA",United States,92110,America/Los_Angeles (UTC:-07:00)
UFL4,AFO,Active,28.46049,-81.43897,"7469 Kingspointe Parkway, Orlando, FL",United States,32819,America/New_York (UTC:-04:00)
UFL5,AFO,Active,27.99227,-82.35326,"4769 Oak Fair  Boulevard, Tampa, FL",United States,33610,America/New_York (UTC:-04:00)
UGA2,AFO,Active,33.81866,-84.45156,"2302 & 2290-2300 Marietta Boulevard, Atlanta, GA",United States,30309,America/New_York (UTC:-04:00)
UGA4,AFO,Active,33.97601,-84.11453,"2232 Northmont Parkway, Duluth, GA",United States,30096,America/New_York (UTC:-04:00)
UIL2,AFO,Active,41.98714,-87.98755,"1250 North Mittle Boulevard, Wood Dale, IL",United States,60191,America/Chicago (UTC:-05:00)
ULA6,AFO,Active,33.99289,-118.1821,"Pacific District Center, Building A, 5119 District Boulevard, Vernon, CA",United States,90058,America/Los_Angeles (UTC:-07:00)
UMN1,AFO,Active,44.98353,-93.21727,"763 Kasota Avenue, Minneapolis, MN",United States,55414,America/Chicago (UTC:-05:00)
UNC2,AFO,Active,35.82434,-78.61302,"1590 Wolfpack Lane, Raleigh, NC",United States,27609,America/New_York (UTC:-04:00)
UNC3,AFO,Active,35.28248,-80.83559,"4525 Statesville Avenue, Charlotte, NC",United States,28269,America/New_York (UTC:-04:00)
UNV2,AFO,Active,36.08545,-115.126,"1945 East Russel Road, Las Vegas, NV",United States,89119,America/Los_Angeles (UTC:-07:00)
UNY1,AFO,Active,40.6588,-74.00345,"850 3rd Avenue, Brooklyn, NY",United States,11232,America/New_York (UTC:-04:00)
UNY2,AFO,Active,40.81145,-73.89669,"1080 Leggett Avenue, The Bronx, NY",United States,10474,America/New_York (UTC:-04:00)
UNY5,AFO,Active,40.67305,-74.00688,"55 Bay Street, Brooklyn, NY",United States,11231,America/New_York (UTC:-04:00)
UOH4,AFO,Active,39.98662,-83.1215,"4401 Equity Drive, Columbus, OH",United States,43228,America/New_York (UTC:-04:00)
UOH5,AFO,Active,39.33995,-84.45239,"8660 Jacquemin Drive, West Chester, OH",United States,45069,America/New_York (UTC:-04:00)
UPA1,AFO,Active,39.95562,-75.20551,"4100 Chestnut Street, Philadelphia, PA",United States,19104,America/New_York (UTC:-04:00)
USD1,AFO,Active,32.8288,-117.13184,"9269 Lightwave Avenue, San Diego, CA",United States,92123,America/Los_Angeles (UTC:-07:00)
USF1,AFO,Active,37.37879,-121.94694,"750 Laurelwood Road, Santa Clara, CA",United States,95054,America/Los_Angeles (UTC:-07:00)
USF2,AFO,Active,37.70491,-122.16313,"1788 Fairway Drive, San  Leandro, CA",United States,94557,America/Los_Angeles (UTC:-07:00)
UTN1,AFO,Active,36.09171,-86.68974,"410 Harding Industrial Drive, Nashville, TN",United States,37211,America/Chicago (UTC:-05:00)
UTX3,AFO,Active,29.83409,-95.50008,"4241 Way Out West Blvd., Houston, TX",United States,77092,America/Chicago (UTC:-05:00)
UTX4,AFO,Active,32.82846,-96.84591,"6627 Maple Avenue, Dallas, TX",United States,75235,America/Chicago (UTC:-05:00)
UTX7,AFO,Active,32.8284,-97.35461,"4601 Gold Spike Drive, Fort Worth, TX",United States,76106,America/Chicago (UTC:-05:00)
UTX8,AFO,Active,29.49709,-98.39624,"4825 Eisenhauer Road, Windcrest, TX",United States,78218,America/Chicago (UTC:-05:00)
UTX9,AFO,Active,30.44504,-97.70832,"4616 West Howard Lane, Austin, TX",United States,78728,America/Chicago (UTC:-05:00)
UVA4,AFO,Active,37.57704,-77.47937,"4100 Tomlynn Street, Richmond, VA",United States,23230,America/New_York (UTC:-04:00)
UVA5,AFO,Active,36.82322,-76.05252,"492 Central Drive, Virginia Beach, VA",United States,23454,America/New_York (UTC:-04:00)
UWA1,AFO,Active,47.70528,-122.18266,"11710 118th Avenue NE, Kirkland, WA",United States,98034,America/Los_Angeles (UTC:-07:00)
UWA2,AFO,Active,47.72799,-122.34594,"13537 Aurora Avenue North, Seattle, WA",United States,98133,America/Los_Angeles (UTC:-07:00)
UWA4,AFO,Active,47.58114,-122.33573,"2401 Utah Avenue South, Seattle, WA",United States,98134,America/Los_Angeles (UTC:-07:00)
UWA6,AFO,Active,47.4197,-122.22672,"20202 84th Avenue South, Kent, WA",United States,98032,America/Los_Angeles (UTC:-07:00)
UWI2,AFO,Active,43.01179,-87.96328,"3935 West Mitchell Street, Milwaukee, WI",United States,53215,America/Chicago (UTC:-05:00)
MAB1,AFS US,Active,34.13892,-118.60105,"6245 N Topanga Canyon Blvd, Woodland Hills, CA",United States,91367,America/Los_Angeles (UTC:-07:00)
MAB1_TEMP STORAGE,AFS US,Active,34.18421,-118.60709,"6245 Topanga Canyon Boulevard, Los Angeles, CA",United States,91367,America/Los_Angeles (UTC:-07:00)
MAB2,AFS US,Active,47.57589,-122.17114,"3901 Factoria Blvd SE, Bellevue, WA",United States,98006,America/Los_Angeles (UTC:-07:00)
MAB3,AFS US,Active,38.8601,-77.30329,"10360 Fairfax Blvd, Fairfax, VA",United States,22030,America/New_York (UTC:-04:00)
MAB4,AFS US,Active,34.16322,-118.37405,"5101 Lankershim Blvd, North Hollywood, CA",United States,91601,America/Los_Angeles (UTC:-07:00)
MAB5,AFS US,Active,34.27347,-118.55495,"19340 Rinaldi Street, Northridge, CA",United States,91326,America/Los_Angeles (UTC:-07:00)
MAB6,AFS US,Active,47.59905,-122.302,"2301 S Jackson St, Seattle, WA",United States,98144,America/Los_Angeles (UTC:-07:00)
MAB7,AFS US,Active,47.72551,-122.34686,"13201 Aurora Ave N, Suite B, Seattle, WA",United States,98133,America/Los_Angeles (UTC:-07:00)
MAB8,AFS US,Active,33.71696,-118.0079,"6911 Warner Avenue, Huntington Beach, CA",United States,92647,America/Los_Angeles (UTC:-07:00)
MAB9,AFS US,Active,33.7199,-117.7924,"13672 Jamboree Road, Irvine, CA",United States,92602,America/Los_Angeles (UTC:-07:00)
MAC0,AFS US,Active,33.56185,-117.66796,"26940 Crown Valley Parkway, Mission Viejo, CA",United States,92691,America/Los_Angeles (UTC:-07:00)
MAC1,AFS US,Active,41.70871,-88.20411,"3116 IL-59 Hwy, Naperville, IL",United States,60564,America/Chicago (UTC:-05:00)
MAC2,AFS US,Active,33.86087,-117.92142,"1100 South Harbor Boulevard, Fullerton, CA",United States,92832,America/Los_Angeles (UTC:-07:00)
MAC3,AFS US,Active,34.11387,-117.76253,"2229 Foothill Blvd, La Verne, CA",United States,91750,America/Los_Angeles (UTC:-07:00)
MAC4,AFS US,Active,33.91559,-117.96462,"1610 W Imperial Hwy, La Habra, CA",United States,90631,America/Los_Angeles (UTC:-07:00)
MAC6,AFS US,Active,39.97095,-75.3027,"403 West Chester Pike, Havertown, PA",United States,19083,America/New_York (UTC:-04:00)
MAC7,AFS US,Active,42.05179,-88.07863,"16 A East Golf Road, Schaumburg, IL",United States,60173,America/Chicago (UTC:-05:00)
MAC7 - KIO1,AFS US,Active,42.05152,-87.98296,"16 East Golf Road, Schaumburg, IL",United States,60173,America/Chicago (UTC:-05:00)
MAC8,AFS US,Active,47.66255,-122.3704,"951 Northwest Ballard Way, Seattle, WA",United States,98107,America/Los_Angeles (UTC:-07:00)
MAC9,AFS US,Active,33.81094,-118.11003,"6235 East Spring Street, Long Beach, CA",United States,90808,America/Los_Angeles (UTC:-07:00)
MAE3,AFS US,Active,42.03931,-87.7984,"6939 Dempster Street, Morton Grove, IL",United States,60053,America/Chicago (UTC:-05:00)
MAE4,AFS US,Active,41.71934,-87.72303,"4031 W 95th St., Oak Lawn, IL",United States,60453,America/Chicago (UTC:-05:00)
MAE6,AFS US,Active,33.94801,-118.00223,"15225 Whittier Boulevard, Whittier, CA",United States,90603,America/Los_Angeles (UTC:-07:00)
MAF1,AFS US,Active,38.96223,-77.0846,"5463 Wisconsin Avenue, Chevy Chase, MD",United States,20815,America/New_York (UTC:-04:00)
MAF3,AFS US,Active,34.15763,-118.48969,"16325 Ventura Boulevard, Encino, CA",United States,91436,America/Los_Angeles (UTC:-07:00)
MAF4,AFS US,Active,34.15876,-118.82088,"140 Promenade Way, Thousand Oaks, CA",United States,91362,America/Los_Angeles (UTC:-07:00)
MAF5,AFS US,Active,34.10707,-117.64804,"235 E Foothill Blvd, Upland, CA",United States,91786,America/Los_Angeles (UTC:-07:00)
MAF6,AFS US,Active,40.09613,-74.94293,"1837 Street Road, Bensalem, PA",United States,19020,America/New_York (UTC:-04:00)
MAF7,AFS US,Active,40.2224,-75.13819,"389 Easton Rd, Warrington, PA",United States,18976,America/New_York (UTC:-04:00)
MAF8,AFS US,Active,33.83899,-118.35529,"21035 Hawthorne Blvd, Torrance, CA",United States,90503,America/Los_Angeles (UTC:-07:00)
MAF9,AFS US,Active,33.85722,-118.09164,"11340 South St, Cerritos, CA",United States,90703,America/Los_Angeles (UTC:-07:00)
MAG1,AFS US,Active,33.97581,-118.37058,"6855 S. La Cienega Blvd., Los Angeles, CA",United States,90045,America/Los_Angeles (UTC:-07:00)
MAG3,AFS US,Active,41.93801,-88.11545,"404 West Army Trail Road, Bloomingdale, IL",United States,60188,America/Chicago (UTC:-05:00)
MAG4,AFS US,Active,41.77533,-87.97567,"30 W 63rd St., Westmont, IL",United States,60559,America/Chicago (UTC:-05:00)
MAG5,AFS US,Active,38.99582,-77.07584,"8525 Chevy Chase Lake Terrace Suite 106, Chevy Chase, MD",United States,20815,America/New_York (UTC:-04:00)
MAG6,AFS US,Active,38.76666,-77.15409,"7005 C Manchester Blvd, Franconia, VA",United States,22310,America/New_York (UTC:-04:00)
MAG9,AFS US,Active,40.14398,-75.11788,"102 Park Avenue, Willow Grove, PA",United States,19090,America/New_York (UTC:-04:00)
MAH0,AFS US,Active,39.98287,-75.37444,"2924 Springfield Road, Broomall, PA",United States,19008,America/New_York (UTC:-04:00)
MAH2,AFS US,Active,41.95734,-87.80565,"4211 N. Harlem Ave, Norridge, IL",United States,60706,America/Chicago (UTC:-05:00)
MAH5,AFS US,Active,39.11661,-77.18494,"15790 Shady Grove Road, Gaithersburg, MD",United States,20877,America/New_York (UTC:-04:00)
MAH8,AFS US,Active,33.55764,-117.1795,"40481 Murrieta Hot Springs Rd, Murrieta, CA",United States,92563,America/Los_Angeles (UTC:-07:00)
MAI0,AFS US,Active,42.15522,-87.96181,"120 McHenry Rd, Buffalo Grove, IL",United States,60089,America/Chicago (UTC:-05:00)
MAI1,AFS US,Active,47.31349,-122.31161,"1701 S. Commons, Federal Way, WA",United States,98003,America/Los_Angeles (UTC:-07:00)
MAI2,AFS US,Active,40.29594,-74.05229,"137 Route 35 & Wyckoff, Eatontown, NJ",United States,7724,America/New_York (UTC:-04:00)
MAI5,AFS US,Active,40.78523,-73.47492,"50 Manetto Hill Rd, Plainview, NY",United States,11803,America/New_York (UTC:-04:00)
MAI6 - KIO1,AFS US,Active,40.96652,-74.0748,"30 East Ridgewood Avenue, Paramus, NJ",United States,7652,America/New_York (UTC:-04:00)
MAI8,AFS US,Active,32.98123,-117.06071,"14837 Pomerado, Poway, CA",United States,92064,America/Los_Angeles (UTC:-07:00)
MAJ2,AFS US,Active,41.8474,-87.80476,"7201 West 24th Street, North Riverside, IL",United States,60546,America/Chicago (UTC:-05:00)
MAJ3,AFS US,Active,40.41062,-74.1462,"2130 Route 35, Holmdel, NJ",United States,7733,America/New_York (UTC:-04:00)
MAJ5,AFS US,Active,41.7965,-88.1205,"1351 East Ogden Avenue, Naperville, IL",United States,60563,America/Chicago (UTC:-05:00)
MAJ7,AFS US,Active,38.703,-77.21963,"9409 Lorton Market Street, Lorton, VA",United States,22079,America/New_York (UTC:-04:00)
MAK1,AFS US,Active,41.59939,-87.79316,"16017 S Harlem Ave, Tinley Park, IL",United States,60477,America/Chicago (UTC:-05:00)
MAK3,AFS US,Active,40.62213,-73.64249,"3620 Long Beach Rd, Oceanside, NY",United States,11572,America/New_York (UTC:-04:00)
MAK6,AFS US,Active,40.46235,-74.32723,"Old Bridge Gateway, Parlin, NJ",United States,8859,America/New_York (UTC:-04:00)
MAK7,AFS US,Active,38.78735,-77.51075,"7807 Sudley Road, Manassas, VA",United States,20109,America/New_York (UTC:-04:00)
MAK9,AFS US,Active,34.14695,-118.08057,"3405 East Colorado Boulevard, Pasadena, CA",United States,91107,America/Los_Angeles (UTC:-07:00)
MAK9-KIO1,AFS US,Active,34.14674,-118.08063,"3425 E Colorado Blvd, Pasadena, CA",United States,91107,America/Los_Angeles (UTC:-07:00)
MAL0,AFS US,Active,38.83861,-77.04979,"3801 Richmond Highway, Alexandria, VA",United States,22305,America/New_York (UTC:-04:00)
MAL2,AFS US,Active,42.10777,-87.97949,"325 E Palatine Road, Arlington Heights, IL",United States,60004,America/Chicago (UTC:-05:00)
MAL5,AFS US,Active,35.95179,-74.76248,"357 Broadway (US Route 1), Saugus, MA",United States,1906,America/New_York (UTC:-04:00)
MAM5,AFS US,Active,40.87478,-74.08635,"2 Memorial Drive, Lodi, NJ",United States,,America/New_York (UTC:-04:00)
MAM7,AFS US,Active,34.27781,-118.86949,"742 New Los Angeles Ave, MoorPark, CA",United States,93201,America/Los_Angeles (UTC:-07:00)
MAM9,AFS US,Active,38.40779,-121.41553,"7530 Elk Grove Boulevard, Elk Grove, CA",United States,95757,America/Los_Angeles (UTC:-07:00)
MAN0,AFS US,Active,38.85324,-77.13034,"5811 CROSSROADS CENTER WAY, Falls Church, VA",United States,22041,America/New_York (UTC:-04:00)
MAO3,AFS US,Active,39.41031,-76.76981,"9938 Reisterstown Road, Owing Mills, MD",United States,21117,America/New_York (UTC:-04:00)
MAO4,AFS US,Active,40.15343,-74.93923,"2424 E. Lincoln Hwy, Langhorne, PA",United States,19047,America/New_York (UTC:-04:00)
MAO5,AFS US,Active,40.83181,-73.02074,"3017 N Ocean Ave, Farmingville, NY",United States,11738,America/New_York (UTC:-04:00)
MAO6,AFS US,Active,34.13969,-117.45344,"Citrus Crossroads, Fontana, CA",United States,92336,America/Los_Angeles (UTC:-07:00)
MAO7,AFS US,Active,40.90646,-73.07322,"4054 Nesconset Highway Space 2, East Setauket, NY",United States,11733,America/New_York (UTC:-04:00)
MAP0,AFS US,Active,42.01194,-87.74226,"4540 W Touhy Ave, Lincolnwood, IL",United States,60712,America/Chicago (UTC:-05:00)
MAP3,AFS US,Active,42.55549,-71.2633,"480 Boston Rd, Billerica, MA",United States,1821,America/New_York (UTC:-04:00)
MAP5,AFS US,Active,44.81148,-93.27854,"14150 Nicollet Ave. South,, Burnsville, MN",United States,55337,America/Chicago (UTC:-05:00)
MAP7,AFS US,Active,41.93883,-87.7475,"801 West Belmont St N., Chicago, IL",United States,,America/Chicago (UTC:-05:00)
MAP8,AFS US,Active,28.63498,-81.3738,"701 Vista Trelago, Maitland, FL",United States,32751,America/New_York (UTC:-04:00)
MAQ5,AFS US,Active,38.61041,-121.38286,"Watt Avenue and El Camino Avenue, Sacramento, CA",United States,95825,America/Los_Angeles (UTC:-07:00)
MAQ8,AFS US,Active,38.66574,-121.27366,"5425 Sunrise Blvd., Citrus Heights, CA",United States,95610,America/Los_Angeles (UTC:-07:00)
MAQ9,AFS US,Active,38.79665,-121.26411,"Stanford Ranch Crossing, Roseville, CA",United States,95678,America/Los_Angeles (UTC:-07:00)
Mar-00,AFS US,Active,42.56083,-83.13449,"662 East Big Beaver Rd, Troy, MI",United States,48083,America/Detroit (UTC:-04:00)
2-Mar,AFS US,Active,45.05592,-93.14821,"3787 Lexington Avenue, Arden Hills, MN",United States,55126,America/Chicago (UTC:-05:00)
3-Mar,AFS US,Active,28.6698,-81.45459,"3030 East Semoran Boulevard, Apopka, FL",United States,32703,America/New_York (UTC:-04:00)
4-Mar,AFS US,Active,25.80624,-80.32535,"3600 Northwest 79th Avenue in Doral, Doral, FL",United States,33166,America/New_York (UTC:-04:00)
5-Mar,AFS US,Active,38.88327,-94.65564,"6001 W. 135th Street, Overland Park, KS",United States,66223,America/Chicago (UTC:-05:00)
6-Mar,AFS US,Active,42.64128,-83.12954,"2627-2951 South Rochester Road, Rochester Hills, MI",United States,48307,America/Detroit (UTC:-04:00)
MAS0,AFS US,Active,41.41496,-81.9105,"25975 GREAT NORTHEREN PLAZA, NORTH OLMSTED, OH",United States,44070,America/New_York (UTC:-04:00)
MAS2,AFS US,Active,38.98211,-76.54345,"2490 RIVA ROAD, ANNAPOLIS, MD",United States,21401,America/New_York (UTC:-04:00)
MAS6,AFS US,Active,28.01392,-82.70776,"2519 McMullen Booth Rd, Clearwater, FL",United States,33761,America/New_York (UTC:-04:00)
MAT4,AFS US,Active,34.22061,-119.05204,"453 CARMEN DRIVE, CAMARILLO, CA",United States,93010,America/Los_Angeles (UTC:-07:00)
MAT6,AFS US,Active,33.73756,-116.40639,"42420 Bob Hope Drive, Rancho Mirage, CA",United States,92270,America/Los_Angeles (UTC:-07:00)
MAT7,AFS US,Active,42.21347,-70.99936,"200 Grossman DR, Braintree, MA",United States,2184,America/New_York (UTC:-04:00)
MAT8,AFS US,Active,39.19154,-76.61004,"6711 Ritchie Hwy, Glen Burnie, MD",United States,21061,America/New_York (UTC:-04:00)
MAU0,AFS US,Active,45.19837,-93.3516,"12550 Riverdale Blvd, Coon Rapids, MN",United States,55448,America/Chicago (UTC:-05:00)
MAU4,AFS US,Active,28.55096,-81.58351,"SWC West Colonial Dr & Daniels Rd, Winter Garden, FL",United States,34787,America/New_York (UTC:-04:00)
MAV0,AFS US,Active,39.65241,-104.93022,"4950 E Hampden Ave, Denver, CO",United States,80222,America/Denver (UTC:-06:00)
MAV2,AFS US,Active,39.05549,-76.9696,"12263 Prosperity Dr, Silver Spring, MD",United States,20904,America/New_York (UTC:-04:00)
MAV5,AFS US,Active,39.52466,-76.35855,"485 Baltimore Pike, BEL AIR, MD",United States,21014,America/New_York (UTC:-04:00)
MAW0,AFS US,Active,33.7079,-116.28914,"78945 HWY 111, LA QUINTA, CA",United States,92253,America/Los_Angeles (UTC:-07:00)
MAW3,AFS US,Active,37.83386,-122.29292,"5603 Bay St, Emeryville, CA",United States,94608,America/Los_Angeles (UTC:-07:00)
MAW3_SUBLEASE,AFS US,Active,37.83386,-122.29292,"5603 Bay Street, Emeryville, CA",United States,94608,America/Los_Angeles (UTC:-07:00)
MAW5,AFS US,Active,42.50809,-83.10603,"29411 John R Rd, Madison Heights, MI",United States,48071,America/Detroit (UTC:-04:00)
MAW8,AFS US,Active,27.46387,-82.61856,"5630 Cortez Rd W, Bradenton, FL",United States,34210,America/New_York (UTC:-04:00)
MAW9_SUBLEASE,AFS US,Active,44.8525,-93.43424,"625 Prairie Center Drive, Eden Prairie, MN",United States,55344,America/Chicago (UTC:-05:00)
MAX1,AFS US,Active,38.85949,-77.04979,"1550 Crystal Dr., Arlington, VA",United States,22202,America/New_York (UTC:-04:00)
MAX1_TEMPSTORAGE,AFS US,Active,38.85949,-77.04979,"1550 Crystal Dr, Arlington, VA",United States,22202,America/New_York (UTC:-04:00)
MAX2,AFS US,Active,34.28291,-118.71934,"2631 TAPO CANYON RD, SIMI VALLEY, CA",United States,93063,America/Los_Angeles (UTC:-07:00)
MAX3,AFS US,Active,42.54869,-71.76288,"489-493 N. Main Street, Leominster, MA",United States,1453,America/New_York (UTC:-04:00)
MAX8,AFS US,Active,41.25278,-73.01794,"538 Boston Post Road, Orange, CT",United States,6477,America/New_York (UTC:-04:00)
MAX9,AFS US,Active,38.85758,-77.38995,"12995 Fair Lakes Shopping Center, Fairfax, VA",United States,22033,America/New_York (UTC:-04:00)
3-May,AFS US,Active,26.0654,-80.36057,"4460 WESTON ROAD, DAVIE, FL",United States,33331,America/New_York (UTC:-04:00)
MAZ2,AFS US,Active,44.71564,-93.22015,"7624 160th St W, Lakeville, MN",United States,55044,America/Chicago (UTC:-05:00)
MBA3,AFS US,Active,42.53323,-82.91065,"32070 GRATIOT AVENUE, ROSEVILLE, MI",United States,48066,America/Detroit (UTC:-04:00)
MBA6,AFS US,Active,33.70102,-117.95226,"18060 & 18100 Brookhurst Street, Fountain Valley, CA",United States,92708,America/Los_Angeles (UTC:-07:00)
MBB1,AFS US,Active,42.36028,-83.44866,"41424 ANN ARBOR RD, PLYMOUTH, MI",United States,48170,America/Detroit (UTC:-04:00)
MBD1,AFS US,Active,39.56807,-104.90695,"8181 S. Quebec ST, Centennial, CO",United States,80112,America/Denver (UTC:-06:00)
MBE5,AFS US,Active,37.58839,-77.49904,"5430 W BROAD STREET, RICHMOND, VA",United States,23230,America/New_York (UTC:-04:00)
PKG_SEATTLE12,AFS US,Active,47.59823,-122.30138,"2401 South Jackson St, Seattle, WA",United States,98144,America/Los_Angeles (UTC:-07:00)
KABQ,Amazon Air,Active,35.02832,-106.62784,"3730 Spirit Dr SE, Albuquerque, NM",United States,87106,America/Denver (UTC:-06:00)
KAFW,Amazon Air,Active,32.98393,-97.32383,"301 Intermodal Parkway, Haslet, TX",United States,76177,America/Chicago (UTC:-05:00)
KBOI,Amazon Air,Active,43.56957,-116.21709,"3201 Airport Way, Boise, ID",United States,83705,America/Boise (UTC:-06:00)
KBWI,Amazon Air,Active,39.17122,-76.68288,"27350 Mathison Way, Baltimore, MD",United States,21240,America/New_York (UTC:-04:00)
KCVG,Amazon Air,Active,39.05991,-84.66393,"289 Wendell H. Ford Boulevard, Erlanger, KY",United States,41005,America/New_York (UTC:-04:00)
KDEN,Amazon Air,Active,39.8339,-104.66667,"7644 Undergrove Street, Denver, CO",United States,80249,America/Denver (UTC:-06:00)
KGEG,Amazon Air,Active,47.62279,-117.52271,"9000 W Airport Dr, Spokane, WA",United States,99224,America/Los_Angeles (UTC:-07:00)
KIAH,Amazon Air,Active,29.99674,-95.31083,"19175 Lee Road, East Cargo II, Humble, TX",United States,77338,America/Chicago (UTC:-05:00)
KILN,Amazon Air,Active,39.43773,-83.78386,"1113 Airport Road, Wilmington, OH",United States,45177,America/New_York (UTC:-04:00)
KLAL,Amazon Air,Active,27.99272,-82.03214,"Lakeland Linder International Airport, Lakeland, FL",United States,33811,America/New_York (UTC:-04:00)
KLAS,Amazon Air,Active,36.08401,-115.12595,"1855 Aller Dr, Las Vegas, NV",United States,89119,America/Los_Angeles (UTC:-07:00)
KMHT,Amazon Air,Active,42.93018,-71.43688,"Manchester-Boston Regional Airport, Manchester, NH",United States,3103,America/New_York (UTC:-04:00)
KRFD,Amazon Air,Active,42.19573,-89.11541,"5824 Kishwaukee Road, Rockford, IL",United States,61109,America/Chicago (UTC:-05:00)
KRIV,Amazon Air,Active,33.87329,-117.24708,"17101 Heacock Street, Moreno Valley, CA",United States,92551,America/Los_Angeles (UTC:-07:00)
KSBD,Amazon Air,Active,34.104,-117.23313,"2531, 2535 & 2539 E. 3rd Street, San Bernardino, CA",United States,92346,America/Los_Angeles (UTC:-07:00)
KSCK,Amazon Air,Active,37.90184,-121.24227,"4725 S. B Street, Stockton, CA",United States,95206,America/Los_Angeles (UTC:-07:00)
KSMF,Amazon Air,Active,38.71234,-121.60226,"Sacramento International Airport, Sacramento, CA",United States,95837,America/Los_Angeles (UTC:-07:00)
GOC1,Amazon Go,Active,41.89611,-87.6288,"14 West Superior Street, Chicago, IL",United States,60654,America/Chicago (UTC:-05:00)
CVG47,Amazon Transportation Hubs (ATHs),Active,38.7946,-106.53484,"Litton Lane, Hebron, KY",United States,41048,America/Denver (UTC:-06:00)
BFI99,AMS,Active,47.54309,-122.32912,"6715 E Marginal Way South, Seattle, WA",United States,98108,America/Los_Angeles (UTC:-07:00)
AVP3,AMXL,Active,41.2781,-75.49863,"298 First Avenue, Gouldsboro, PA",United States,18424,America/New_York (UTC:-04:00)
AVP9,AMXL,Active,41.45664,-75.54606,"45 Valley View Circle, Jessup, PA",United States,18434,America/New_York (UTC:-04:00)
AZA4,AMXL,Active,33.41704,-112.18434,"3333 South 59th Avenue, Phoenix, AZ",United States,85043,America/Phoenix (UTC:-07:00)
BDL6,AMXL,Active,41.62938,-72.6845,"120 County Line Drive, Cromwell, CT",United States,6416,America/New_York (UTC:-04:00)
CLT6,AMXL,Active,35.10263,-80.91434,"12220 Carolina Logistics Dr, Pineville, NC",United States,28134,America/New_York (UTC:-04:00)
DEN7,AMXL,Active,39.75261,-104.72718,"22300 East 26th Avenue, Aurora, CO",United States,80019,America/Denver (UTC:-06:00)
DTW3,AMXL,Active,42.1713,-83.36863,"33701 Prescott Street Romulus, Romulus, MI",United States,48174,America/Detroit (UTC:-04:00)
HAL1,AMXL,Active,42.72314,-73.85102,"30 B Post Road, Albany, NY",United States,12205,America/New_York (UTC:-04:00)
HAT2,AMXL,Active,33.77055,-84.59007,"7520 Factory Shoals Road, Austell, GA",United States,30168,America/New_York (UTC:-04:00)
HAT9,AMXL,Active,33.77055,-84.59007,"7520 Factory Shoals Road, Austell, GA",United States,30168,America/New_York (UTC:-04:00)
HAU1,AMXL,Active,30.20733,-97.71769,"5811 Trade Center Drive, Austin, TX",United States,78744,America/Chicago (UTC:-05:00)
HBA2,AMXL,Active,39.25208,-76.66984,"3510 Washington Boulevard, Halethorpe, MD",United States,21227,America/New_York (UTC:-04:00)
HBA3,AMXL,Active,39.63399,-77.75147,"1115 WESEL BLVD, Hagerstown, MD",United States,21740,America/New_York (UTC:-04:00)
HBD1,AMXL,Active,41.70905,-72.74425,"65 Holmes Road, Newington, CT",United States,6111,America/New_York (UTC:-04:00)
HBF4,AMXL,Active,47.94084,-122.27759,"6311 36th Avenue West, Everett, WA",United States,98203,America/Los_Angeles (UTC:-07:00)
HBF5,AMXL,Active,47.23845,-122.24081,"2201 140th Avenue E, Sumner, WA",United States,98390,America/Los_Angeles (UTC:-07:00)
HBF9,AMXL,Active,47.23845,-122.24081,"2201 140th Avenue E, Sumner, WA",United States,98390,America/Los_Angeles (UTC:-07:00)
HBM3,AMXL,Active,33.5356,-86.84293,"2501 3rd Place West, Birmingham, AL",United States,35204,America/Chicago (UTC:-05:00)
HBN2,AMXL,Active,36.15151,-86.71413,"1701 Lebanon Pike Circle, Nashville, TN",United States,37210,America/Chicago (UTC:-05:00)
HBN9,AMXL,Active,36.15151,-86.71413,"1701 Lebanon Pike Circle, Nashville, TN",United States,37210,America/Chicago (UTC:-05:00)
